objectid,title,date,description,filename,youtubeid,format
20240510_203235,Juan_Bardina,786,Pictures I took over the years,20240510_203235.jpg,,image/jpeg
20240510_203322,Juan_Bardina,787,Pictures I took over the years,20240510_203322.jpg,,image/jpeg
20240510_203332,Juan_Bardina,788,Pictures I took over the years,20240510_203332.jpg,,image/jpeg
20240510_203559,Juan_Bardina,789,Pictures I took over the years,20240510_203559.jpg,,image/jpeg
20240510_203619,Juan_Bardina,790,Pictures I took over the years,20240510_203619.jpg,,image/jpeg
20240510_203713,Juan_Bardina,791,Pictures I took over the years,20240510_203713.jpg,,image/jpeg
20240510_203739,Juan_Bardina,792,Pictures I took over the years,20240510_203739.jpg,,image/jpeg
20240510_203827,Juan_Bardina,793,Pictures I took over the years,20240510_203827.jpg,,image/jpeg
20240510_203936,Juan_Bardina,794,Pictures I took over the years,20240510_203936.jpg,,image/jpeg
20240510_204004,Juan_Bardina,795,Pictures I took over the years,20240510_204004.jpg,,image/jpeg
20240510_204105,Juan_Bardina,796,Pictures I took over the years,20240510_204105.jpg,,image/jpeg
20240510_204210,Juan_Bardina,797,Pictures I took over the years,20240510_204210.jpg,,image/jpeg
20240510_204237,Juan_Bardina,798,Pictures I took over the years,20240510_204237.jpg,,image/jpeg
20240510_204519,Juan_Bardina,799,Pictures I took over the years,20240510_204519.jpg,,image/jpeg
20240511_104416,Juan_Bardina,800,Pictures I took over the years,20240511_104416.jpg,,image/jpeg
20240511_104427,Juan_Bardina,801,Pictures I took over the years,20240511_104427.jpg,,image/jpeg
20240511_104432,Juan_Bardina,802,Pictures I took over the years,20240511_104432.jpg,,image/jpeg
20240511_104556,Juan_Bardina,803,Pictures I took over the years,20240511_104556.jpg,,image/jpeg
20240511_111240,Juan_Bardina,804,Pictures I took over the years,20240511_111240.jpg,,image/jpeg
20240511_111304,Juan_Bardina,805,Pictures I took over the years,20240511_111304.jpg,,image/jpeg
20240511_111440,Juan_Bardina,806,Pictures I took over the years,20240511_111440.jpg,,image/jpeg
20240512_170205,Juan_Bardina,807,Pictures I took over the years,20240512_170205.jpg,,image/jpeg
20240512_170214,Juan_Bardina,808,Pictures I took over the years,20240512_170214.jpg,,image/jpeg
20240515_172209,Juan_Bardina,809,Pictures I took over the years,20240515_172209.jpg,,image/jpeg
20240515_172214,Juan_Bardina,810,Pictures I took over the years,20240515_172214.jpg,,image/jpeg
20240518_094224,Juan_Bardina,811,Pictures I took over the years,20240518_094224.jpg,,image/jpeg
20240518_094227,Juan_Bardina,812,Pictures I took over the years,20240518_094227.jpg,,image/jpeg
20240518_094631,Juan_Bardina,813,Pictures I took over the years,20240518_094631.jpg,,image/jpeg
20240519_180830,Juan_Bardina,814,Pictures I took over the years,20240519_180830.jpg,,image/jpeg
20240520_133407,Juan_Bardina,815,Pictures I took over the years,20240520_133407.jpg,,image/jpeg
20240521_100458,Juan_Bardina,816,Pictures I took over the years,20240521_100458.jpg,,image/jpeg
20240604_120756,Juan_Bardina,817,Pictures I took over the years,20240604_120756.jpg,,image/jpeg
20240606_113212,Juan_Bardina,818,Pictures I took over the years,20240606_113212.jpg,,image/jpeg
2.02E+16,Juan_Bardina,819,Pictures I took over the years,20240608100504079.jpg,,image/jpeg
2.02E+16,Juan_Bardina,820,Pictures I took over the years,20240608100513404.jpg,,image/jpeg
20240609_200139,Juan_Bardina,821,Pictures I took over the years,20240609_200139.jpg,,image/jpeg
20240611_010822,Juan_Bardina,822,Pictures I took over the years,20240611_010822.jpg,,image/jpeg
20240612_212423,Juan_Bardina,823,Pictures I took over the years,20240612_212423.jpg,,image/jpeg
20240612_212431,Juan_Bardina,824,Pictures I took over the years,20240612_212431.jpg,,image/jpeg
20240613_203419,Juan_Bardina,825,Pictures I took over the years,20240613_203419.jpg,,image/jpeg
20240616_140212,Juan_Bardina,826,Pictures I took over the years,20240616_140212.jpg,,image/jpeg
20240616_140215,Juan_Bardina,827,Pictures I took over the years,20240616_140215.jpg,,image/jpeg
20240616_140321,Juan_Bardina,828,Pictures I took over the years,20240616_140321.jpg,,image/jpeg
20240616_141109,Juan_Bardina,829,Pictures I took over the years,20240616_141109.jpg,,image/jpeg
20240616_141111(0),Juan_Bardina,830,Pictures I took over the years,20240616_141111(0).jpg,,image/jpeg
20240616_141111,Juan_Bardina,831,Pictures I took over the years,20240616_141111.jpg,,image/jpeg
20240616_141113,Juan_Bardina,832,Pictures I took over the years,20240616_141113.jpg,,image/jpeg
20240619_152142,Juan_Bardina,833,Pictures I took over the years,20240619_152142.jpg,,image/jpeg
20240619_152154,Juan_Bardina,834,Pictures I took over the years,20240619_152154.jpg,,image/jpeg
20240619_180014,Juan_Bardina,835,Pictures I took over the years,20240619_180014.jpg,,image/jpeg
20240619_180018,Juan_Bardina,836,Pictures I took over the years,20240619_180018.jpg,,image/jpeg
20240621_125714,Juan_Bardina,837,Pictures I took over the years,20240621_125714.jpg,,image/jpeg
20240621_125716,Juan_Bardina,838,Pictures I took over the years,20240621_125716.jpg,,image/jpeg
20240621_185817,Juan_Bardina,839,Pictures I took over the years,20240621_185817.jpg,,image/jpeg
20240621_185824,Juan_Bardina,840,Pictures I took over the years,20240621_185824.jpg,,image/jpeg
20240621_185825,Juan_Bardina,841,Pictures I took over the years,20240621_185825.jpg,,image/jpeg
20240623_150214,Juan_Bardina,842,Pictures I took over the years,20240623_150214.jpg,,image/jpeg
20240623_150328,Juan_Bardina,843,Pictures I took over the years,20240623_150328.jpg,,image/jpeg
20240623_172740,Juan_Bardina,844,Pictures I took over the years,20240623_172740.jpg,,image/jpeg
20240623_172749,Juan_Bardina,845,Pictures I took over the years,20240623_172749.jpg,,image/jpeg
20240623_172813,Juan_Bardina,846,Pictures I took over the years,20240623_172813.jpg,,image/jpeg
20240623_172853,Juan_Bardina,847,Pictures I took over the years,20240623_172853.jpg,,image/jpeg
2.02E+16,Juan_Bardina,848,Pictures I took over the years,20240624132042881.jpg,,image/jpeg
2.02E+16,Juan_Bardina,849,Pictures I took over the years,20240624132051151.jpg,,image/jpeg
2.02E+16,Juan_Bardina,850,Pictures I took over the years,20240624132058780.jpg,,image/jpeg
2.02E+16,Juan_Bardina,851,Pictures I took over the years,20240624132107017.jpg,,image/jpeg
2.02E+16,Juan_Bardina,852,Pictures I took over the years,20240624132755979.jpg,,image/jpeg
2.02E+16,Juan_Bardina,853,Pictures I took over the years,20240624132804769.jpg,,image/jpeg
20240630_111109,Juan_Bardina,854,Pictures I took over the years,20240630_111109.jpg,,image/jpeg
20240630_111128,Juan_Bardina,855,Pictures I took over the years,20240630_111128.jpg,,image/jpeg
20240630_112226,Juan_Bardina,856,Pictures I took over the years,20240630_112226.jpg,,image/jpeg
20240630_184227,Juan_Bardina,857,Pictures I took over the years,20240630_184227.jpg,,image/jpeg
20240630_184250(0),Juan_Bardina,858,Pictures I took over the years,20240630_184250(0).jpg,,image/jpeg
20240630_184250,Juan_Bardina,859,Pictures I took over the years,20240630_184250.jpg,,image/jpeg
20240701_182837,Juan_Bardina,860,Pictures I took over the years,20240701_182837.jpg,,image/jpeg
20240701_182848,Juan_Bardina,861,Pictures I took over the years,20240701_182848.jpg,,image/jpeg
20240701_182852,Juan_Bardina,862,Pictures I took over the years,20240701_182852.jpg,,image/jpeg
20240701_182856,Juan_Bardina,863,Pictures I took over the years,20240701_182856.jpg,,image/jpeg
20240701_182900,Juan_Bardina,864,Pictures I took over the years,20240701_182900.jpg,,image/jpeg
20240701_182912,Juan_Bardina,865,Pictures I took over the years,20240701_182912.jpg,,image/jpeg
20240701_183826,Juan_Bardina,866,Pictures I took over the years,20240701_183826.jpg,,image/jpeg
20240703_125252,Juan_Bardina,867,Pictures I took over the years,20240703_125252.jpg,,image/jpeg
20240703_125255,Juan_Bardina,868,Pictures I took over the years,20240703_125255.jpg,,image/jpeg
20240703_125258,Juan_Bardina,869,Pictures I took over the years,20240703_125258.jpg,,image/jpeg
20240703_125848,Juan_Bardina,870,Pictures I took over the years,20240703_125848.jpg,,image/jpeg
20240703_125850,Juan_Bardina,871,Pictures I took over the years,20240703_125850.jpg,,image/jpeg
20240703_135532,Juan_Bardina,872,Pictures I took over the years,20240703_135532.jpg,,image/jpeg
20240703_135534,Juan_Bardina,873,Pictures I took over the years,20240703_135534.jpg,,image/jpeg
20240703_140535,Juan_Bardina,874,Pictures I took over the years,20240703_140535.jpg,,image/jpeg
20240703_140644,Juan_Bardina,875,Pictures I took over the years,20240703_140644.jpg,,image/jpeg
20240703_140650,Juan_Bardina,876,Pictures I took over the years,20240703_140650.jpg,,image/jpeg
20240705_100321,Juan_Bardina,877,Pictures I took over the years,20240705_100321.jpg,,image/jpeg
20240705_100328,Juan_Bardina,878,Pictures I took over the years,20240705_100328.jpg,,image/jpeg
20240705_100328~2,Juan_Bardina,879,Pictures I took over the years,20240705_100328~2.jpg,,image/jpeg
20240705_111748,Juan_Bardina,880,Pictures I took over the years,20240705_111748.jpg,,image/jpeg
20240705_112651,Juan_Bardina,881,Pictures I took over the years,20240705_112651.jpg,,image/jpeg
20240714_160149,Juan_Bardina,882,Pictures I took over the years,20240714_160149.jpg,,image/jpeg
20240714_160152,Juan_Bardina,883,Pictures I took over the years,20240714_160152.jpg,,image/jpeg
20240714_160442,Juan_Bardina,884,Pictures I took over the years,20240714_160442.jpg,,image/jpeg
20240714_164412,Juan_Bardina,885,Pictures I took over the years,20240714_164412.jpg,,image/jpeg
20240714_164429,Juan_Bardina,886,Pictures I took over the years,20240714_164429.jpg,,image/jpeg
20240715_171108,Juan_Bardina,887,Pictures I took over the years,20240715_171108.jpg,,image/jpeg
20240715_171110,Juan_Bardina,888,Pictures I took over the years,20240715_171110.jpg,,image/jpeg
20240715_171113,Juan_Bardina,889,Pictures I took over the years,20240715_171113.jpg,,image/jpeg
20240715_171116,Juan_Bardina,890,Pictures I took over the years,20240715_171116.jpg,,image/jpeg
20240715_171127,Juan_Bardina,891,Pictures I took over the years,20240715_171127.jpg,,image/jpeg
20240717_115230,Juan_Bardina,892,Pictures I took over the years,20240717_115230.jpg,,image/jpeg
20240717_115236,Juan_Bardina,893,Pictures I took over the years,20240717_115236.jpg,,image/jpeg
20240717_115239,Juan_Bardina,894,Pictures I took over the years,20240717_115239.jpg,,image/jpeg
20240717_115258,Juan_Bardina,895,Pictures I took over the years,20240717_115258.jpg,,image/jpeg
20240719_185749,Juan_Bardina,896,Pictures I took over the years,20240719_185749.jpg,,image/jpeg
20240719_185853,Juan_Bardina,897,Pictures I took over the years,20240719_185853.jpg,,image/jpeg
20240722_193446,Juan_Bardina,898,Pictures I took over the years,20240722_193446.jpg,,image/jpeg
20240725_150528,Juan_Bardina,899,Pictures I took over the years,20240725_150528.jpg,,image/jpeg
20240725_150530,Juan_Bardina,900,Pictures I took over the years,20240725_150530.jpg,,image/jpeg
20240725_150531,Juan_Bardina,901,Pictures I took over the years,20240725_150531.jpg,,image/jpeg
20240725_150607,Juan_Bardina,902,Pictures I took over the years,20240725_150607.jpg,,image/jpeg
20240731_122722,Juan_Bardina,903,Pictures I took over the years,20240731_122722.jpg,,image/jpeg
20240731_122728,Juan_Bardina,904,Pictures I took over the years,20240731_122728.jpg,,image/jpeg
20240731_131439,Juan_Bardina,905,Pictures I took over the years,20240731_131439.jpg,,image/jpeg
20240731_131441,Juan_Bardina,906,Pictures I took over the years,20240731_131441.jpg,,image/jpeg
20240801_130847,Juan_Bardina,907,Pictures I took over the years,20240801_130847.jpg,,image/jpeg
20240801_130857,Juan_Bardina,908,Pictures I took over the years,20240801_130857.jpg,,image/jpeg
20240804_133133,Juan_Bardina,909,Pictures I took over the years,20240804_133133.jpg,,image/jpeg
20240804_161535,Juan_Bardina,910,Pictures I took over the years,20240804_161535.jpg,,image/jpeg
20240804_165145,Juan_Bardina,911,Pictures I took over the years,20240804_165145.jpg,,image/jpeg
20240806_144103,Juan_Bardina,912,Pictures I took over the years,20240806_144103.jpg,,image/jpeg
20240806_144112,Juan_Bardina,913,Pictures I took over the years,20240806_144112.jpg,,image/jpeg
20240806_144116,Juan_Bardina,914,Pictures I took over the years,20240806_144116.jpg,,image/jpeg
20240806_144406,Juan_Bardina,915,Pictures I took over the years,20240806_144406.jpg,,image/jpeg
20240806_144413,Juan_Bardina,916,Pictures I took over the years,20240806_144413.jpg,,image/jpeg
20240806_182527,Juan_Bardina,917,Pictures I took over the years,20240806_182527.jpg,,image/jpeg
20240807_134405,Juan_Bardina,918,Pictures I took over the years,20240807_134405.jpg,,image/jpeg
20240808_092342,Juan_Bardina,919,Pictures I took over the years,20240808_092342.jpg,,image/jpeg
20240808_133601,Juan_Bardina,920,Pictures I took over the years,20240808_133601.jpg,,image/jpeg
20240809_130436,Juan_Bardina,921,Pictures I took over the years,20240809_130436.jpg,,image/jpeg
20240809_172841,Juan_Bardina,922,Pictures I took over the years,20240809_172841.jpg,,image/jpeg
20240809_172843,Juan_Bardina,923,Pictures I took over the years,20240809_172843.jpg,,image/jpeg
20240811_125234,Juan_Bardina,924,Pictures I took over the years,20240811_125234.jpg,,image/jpeg
20240811_125256,Juan_Bardina,925,Pictures I took over the years,20240811_125256.jpg,,image/jpeg
20240811_125305,Juan_Bardina,926,Pictures I took over the years,20240811_125305.jpg,,image/jpeg
20240811_130412,Juan_Bardina,927,Pictures I took over the years,20240811_130412.jpg,,image/jpeg
20240811_130505,Juan_Bardina,928,Pictures I took over the years,20240811_130505.jpg,,image/jpeg
20240811_130626,Juan_Bardina,929,Pictures I took over the years,20240811_130626.jpg,,image/jpeg
20240816_001140,Juan_Bardina,930,Pictures I took over the years,20240816_001140.jpg,,image/jpeg
20240816_001148,Juan_Bardina,931,Pictures I took over the years,20240816_001148.jpg,,image/jpeg
20240816_111923,Juan_Bardina,932,Pictures I took over the years,20240816_111923.jpg,,image/jpeg
20240816_111955,Juan_Bardina,933,Pictures I took over the years,20240816_111955.jpg,,image/jpeg
20240816_112016,Juan_Bardina,934,Pictures I took over the years,20240816_112016.jpg,,image/jpeg
20240816_112111,Juan_Bardina,935,Pictures I took over the years,20240816_112111.jpg,,image/jpeg
20240816_132803,Juan_Bardina,936,Pictures I took over the years,20240816_132803.jpg,,image/jpeg
20240816_132859,Juan_Bardina,937,Pictures I took over the years,20240816_132859.jpg,,image/jpeg
20240817_132721,Juan_Bardina,938,Pictures I took over the years,20240817_132721.jpg,,image/jpeg
20240817_132742,Juan_Bardina,939,Pictures I took over the years,20240817_132742.jpg,,image/jpeg
20240817_132749,Juan_Bardina,940,Pictures I took over the years,20240817_132749.jpg,,image/jpeg
20240817_132751,Juan_Bardina,941,Pictures I took over the years,20240817_132751.jpg,,image/jpeg
20240817_132757,Juan_Bardina,942,Pictures I took over the years,20240817_132757.jpg,,image/jpeg
20240817_132801,Juan_Bardina,943,Pictures I took over the years,20240817_132801.jpg,,image/jpeg
20240817_132803,Juan_Bardina,944,Pictures I took over the years,20240817_132803.jpg,,image/jpeg
20240817_132847,Juan_Bardina,945,Pictures I took over the years,20240817_132847.jpg,,image/jpeg
20240817_132848,Juan_Bardina,946,Pictures I took over the years,20240817_132848.jpg,,image/jpeg
20240817_132928,Juan_Bardina,947,Pictures I took over the years,20240817_132928.jpg,,image/jpeg
20240817_133137,Juan_Bardina,948,Pictures I took over the years,20240817_133137.jpg,,image/jpeg
20240817_133143,Juan_Bardina,949,Pictures I took over the years,20240817_133143.jpg,,image/jpeg
20240819_115915,Juan_Bardina,950,Pictures I took over the years,20240819_115915.jpg,,image/jpeg
20240819_115921,Juan_Bardina,951,Pictures I took over the years,20240819_115921.jpg,,image/jpeg
20240819_115935,Juan_Bardina,952,Pictures I took over the years,20240819_115935.jpg,,image/jpeg
20240819_120157,Juan_Bardina,953,Pictures I took over the years,20240819_120157.jpg,,image/jpeg
20240819_120200,Juan_Bardina,954,Pictures I took over the years,20240819_120200.jpg,,image/jpeg
20240819_120214,Juan_Bardina,955,Pictures I took over the years,20240819_120214.jpg,,image/jpeg
20240819_120219,Juan_Bardina,956,Pictures I took over the years,20240819_120219.jpg,,image/jpeg
20240819_121948,Juan_Bardina,957,Pictures I took over the years,20240819_121948.jpg,,image/jpeg
20240819_121955,Juan_Bardina,958,Pictures I took over the years,20240819_121955.jpg,,image/jpeg
20240819_122315,Juan_Bardina,959,Pictures I took over the years,20240819_122315.jpg,,image/jpeg
20240819_122317,Juan_Bardina,960,Pictures I took over the years,20240819_122317.jpg,,image/jpeg
20240819_122323,Juan_Bardina,961,Pictures I took over the years,20240819_122323.jpg,,image/jpeg
20240819_122331,Juan_Bardina,962,Pictures I took over the years,20240819_122331.jpg,,image/jpeg
20240819_122345,Juan_Bardina,963,Pictures I took over the years,20240819_122345.jpg,,image/jpeg
20240819_122346,Juan_Bardina,964,Pictures I took over the years,20240819_122346.jpg,,image/jpeg
20240819_122356,Juan_Bardina,965,Pictures I took over the years,20240819_122356.jpg,,image/jpeg
20240819_122436,Juan_Bardina,966,Pictures I took over the years,20240819_122436.jpg,,image/jpeg
20240820_130723,Juan_Bardina,967,Pictures I took over the years,20240820_130723.jpg,,image/jpeg
20240820_130728,Juan_Bardina,968,Pictures I took over the years,20240820_130728.jpg,,image/jpeg
20240820_130735,Juan_Bardina,969,Pictures I took over the years,20240820_130735.jpg,,image/jpeg
20240820_131713,Juan_Bardina,970,Pictures I took over the years,20240820_131713.jpg,,image/jpeg
20240820_143913,Juan_Bardina,971,Pictures I took over the years,20240820_143913.jpg,,image/jpeg
20240821_160914,Juan_Bardina,972,Pictures I took over the years,20240821_160914.jpg,,image/jpeg
20240821_161308,Juan_Bardina,973,Pictures I took over the years,20240821_161308.jpg,,image/jpeg
20240822_141543,Juan_Bardina,974,Pictures I took over the years,20240822_141543.jpg,,image/jpeg
20240822_141554,Juan_Bardina,975,Pictures I took over the years,20240822_141554.jpg,,image/jpeg
20240822_141605,Juan_Bardina,976,Pictures I took over the years,20240822_141605.jpg,,image/jpeg
20240822_141646,Juan_Bardina,977,Pictures I took over the years,20240822_141646.jpg,,image/jpeg
20240822_141732,Juan_Bardina,978,Pictures I took over the years,20240822_141732.jpg,,image/jpeg
20240822_141828,Juan_Bardina,979,Pictures I took over the years,20240822_141828.jpg,,image/jpeg
20240822_141835,Juan_Bardina,980,Pictures I took over the years,20240822_141835.jpg,,image/jpeg
20240822_141838,Juan_Bardina,981,Pictures I took over the years,20240822_141838.jpg,,image/jpeg
20240822_151307,Juan_Bardina,982,Pictures I took over the years,20240822_151307.jpg,,image/jpeg
20240822_151640,Juan_Bardina,983,Pictures I took over the years,20240822_151640.jpg,,image/jpeg
20240822_151735,Juan_Bardina,984,Pictures I took over the years,20240822_151735.jpg,,image/jpeg
20240822_151809,Juan_Bardina,985,Pictures I took over the years,20240822_151809.jpg,,image/jpeg
20240822_151812,Juan_Bardina,986,Pictures I took over the years,20240822_151812.jpg,,image/jpeg
20240822_151822,Juan_Bardina,987,Pictures I took over the years,20240822_151822.jpg,,image/jpeg
20240822_151841,Juan_Bardina,988,Pictures I took over the years,20240822_151841.jpg,,image/jpeg
20240822_151903,Juan_Bardina,989,Pictures I took over the years,20240822_151903.jpg,,image/jpeg
20240822_151922,Juan_Bardina,990,Pictures I took over the years,20240822_151922.jpg,,image/jpeg
20240822_152050,Juan_Bardina,991,Pictures I took over the years,20240822_152050.jpg,,image/jpeg
20240822_152105,Juan_Bardina,992,Pictures I took over the years,20240822_152105.jpg,,image/jpeg
20240822_152222,Juan_Bardina,993,Pictures I took over the years,20240822_152222.jpg,,image/jpeg
20240822_192550,Juan_Bardina,994,Pictures I took over the years,20240822_192550.jpg,,image/jpeg
20240823_104442,Juan_Bardina,995,Pictures I took over the years,20240823_104442.jpg,,image/jpeg
20240823_104505,Juan_Bardina,996,Pictures I took over the years,20240823_104505.jpg,,image/jpeg
20240823_104509,Juan_Bardina,997,Pictures I took over the years,20240823_104509.jpg,,image/jpeg
20240823_130724,Juan_Bardina,998,Pictures I took over the years,20240823_130724.jpg,,image/jpeg
20240823_130733,Juan_Bardina,999,Pictures I took over the years,20240823_130733.jpg,,image/jpeg
20240823_172159,Juan_Bardina,1000,Pictures I took over the years,20240823_172159.jpg,,image/jpeg
20240823_172205,Juan_Bardina,1001,Pictures I took over the years,20240823_172205.jpg,,image/jpeg
20240823_172207,Juan_Bardina,1002,Pictures I took over the years,20240823_172207.jpg,,image/jpeg
20240823_172220,Juan_Bardina,1003,Pictures I took over the years,20240823_172220.jpg,,image/jpeg
20240904_110242,Juan_Bardina,1004,Pictures I took over the years,20240904_110242.jpg,,image/jpeg
20240905_163625,Juan_Bardina,1005,Pictures I took over the years,20240905_163625.jpg,,image/jpeg
20240905_221941,Juan_Bardina,1006,Pictures I took over the years,20240905_221941.jpg,,image/jpeg
20240908_125559,Juan_Bardina,1007,Pictures I took over the years,20240908_125559.jpg,,image/jpeg
20240916_111035,Juan_Bardina,1008,Pictures I took over the years,20240916_111035.jpg,,image/jpeg
20240921_111245,Juan_Bardina,1009,Pictures I took over the years,20240921_111245.jpg,,image/jpeg
20240923_124054,Juan_Bardina,1010,Pictures I took over the years,20240923_124054.jpg,,image/jpeg
20240923_170453,Juan_Bardina,1011,Pictures I took over the years,20240923_170453.jpg,,image/jpeg
20240923_180257,Juan_Bardina,1012,Pictures I took over the years,20240923_180257.jpg,,image/jpeg
20240923_180302,Juan_Bardina,1013,Pictures I took over the years,20240923_180302.jpg,,image/jpeg
20240923_180308,Juan_Bardina,1014,Pictures I took over the years,20240923_180308.jpg,,image/jpeg
20240923_180325,Juan_Bardina,1015,Pictures I took over the years,20240923_180325.jpg,,image/jpeg
20240923_180332,Juan_Bardina,1016,Pictures I took over the years,20240923_180332.jpg,,image/jpeg
20240927_184924,Juan_Bardina,1017,Pictures I took over the years,20240927_184924.jpg,,image/jpeg
20240928_111555,Juan_Bardina,1018,Pictures I took over the years,20240928_111555.jpg,,image/jpeg
20240928_111622,Juan_Bardina,1019,Pictures I took over the years,20240928_111622.jpg,,image/jpeg
20240928_111625,Juan_Bardina,1020,Pictures I took over the years,20240928_111625.jpg,,image/jpeg
20240928_111716,Juan_Bardina,1021,Pictures I took over the years,20240928_111716.jpg,,image/jpeg
20240928_112306,Juan_Bardina,1022,Pictures I took over the years,20240928_112306.jpg,,image/jpeg
20240928_114128,Juan_Bardina,1023,Pictures I took over the years,20240928_114128.jpg,,image/jpeg
20240930_123509,Juan_Bardina,1024,Pictures I took over the years,20240930_123509.jpg,,image/jpeg
20240930_143253,Juan_Bardina,1025,Pictures I took over the years,20240930_143253.jpg,,image/jpeg
20241004_111054,Juan_Bardina,1026,Pictures I took over the years,20241004_111054.jpg,,image/jpeg
20241004_171317,Juan_Bardina,1027,Pictures I took over the years,20241004_171317.jpg,,image/jpeg
20241004_172728,Juan_Bardina,1028,Pictures I took over the years,20241004_172728.jpg,,image/jpeg
20241004_172942,Juan_Bardina,1029,Pictures I took over the years,20241004_172942.jpg,,image/jpeg
20241005_115452,Juan_Bardina,1030,Pictures I took over the years,20241005_115452.jpg,,image/jpeg
20241005_115456,Juan_Bardina,1031,Pictures I took over the years,20241005_115456.jpg,,image/jpeg
20241005_115514,Juan_Bardina,1032,Pictures I took over the years,20241005_115514.jpg,,image/jpeg
20241005_115517,Juan_Bardina,1033,Pictures I took over the years,20241005_115517.jpg,,image/jpeg
20241005_122051,Juan_Bardina,1034,Pictures I took over the years,20241005_122051.jpg,,image/jpeg
20241005_133251,Juan_Bardina,1035,Pictures I took over the years,20241005_133251.jpg,,image/jpeg
20241005_133305,Juan_Bardina,1036,Pictures I took over the years,20241005_133305.jpg,,image/jpeg
20241007_204439,Juan_Bardina,1037,Pictures I took over the years,20241007_204439.jpg,,image/jpeg
20241007_205048,Juan_Bardina,1038,Pictures I took over the years,20241007_205048.jpg,,image/jpeg
20241008_175748,Juan_Bardina,1039,Pictures I took over the years,20241008_175748.jpg,,image/jpeg
20241008_184914,Juan_Bardina,1040,Pictures I took over the years,20241008_184914.jpg,,image/jpeg
20241011_173505,Juan_Bardina,1041,Pictures I took over the years,20241011_173505.jpg,,image/jpeg
20241011_173512,Juan_Bardina,1042,Pictures I took over the years,20241011_173512.jpg,,image/jpeg
20241011_173524,Juan_Bardina,1043,Pictures I took over the years,20241011_173524.jpg,,image/jpeg
20241011_173555,Juan_Bardina,1044,Pictures I took over the years,20241011_173555.jpg,,image/jpeg
20241015_190142,Juan_Bardina,1045,Pictures I took over the years,20241015_190142.jpg,,image/jpeg
20241016_170825,Juan_Bardina,1046,Pictures I took over the years,20241016_170825.jpg,,image/jpeg
20241016_170831,Juan_Bardina,1047,Pictures I took over the years,20241016_170831.jpg,,image/jpeg
20241016_170850,Juan_Bardina,1048,Pictures I took over the years,20241016_170850.jpg,,image/jpeg
20241017_181135,Juan_Bardina,1049,Pictures I took over the years,20241017_181135.jpg,,image/jpeg
20241017_181406,Juan_Bardina,1050,Pictures I took over the years,20241017_181406.jpg,,image/jpeg
20241017_181555,Juan_Bardina,1051,Pictures I took over the years,20241017_181555.jpg,,image/jpeg
20241017_181728,Juan_Bardina,1052,Pictures I took over the years,20241017_181728.jpg,,image/jpeg
20241017_182803,Juan_Bardina,1053,Pictures I took over the years,20241017_182803.jpg,,image/jpeg
20241019_142433,Juan_Bardina,1054,Pictures I took over the years,20241019_142433.jpg,,image/jpeg
20241024_101852,Juan_Bardina,1055,Pictures I took over the years,20241024_101852.jpg,,image/jpeg
20241024_191107,Juan_Bardina,1056,Pictures I took over the years,20241024_191107.jpg,,image/jpeg
20241024_192423,Juan_Bardina,1057,Pictures I took over the years,20241024_192423.jpg,,image/jpeg
20241024_192427,Juan_Bardina,1058,Pictures I took over the years,20241024_192427.jpg,,image/jpeg
20241024_195003,Juan_Bardina,1059,Pictures I took over the years,20241024_195003.jpg,,image/jpeg
20241024_195052,Juan_Bardina,1060,Pictures I took over the years,20241024_195052.jpg,,image/jpeg
20241024_195630,Juan_Bardina,1061,Pictures I took over the years,20241024_195630.jpg,,image/jpeg
20241024_195656,Juan_Bardina,1062,Pictures I took over the years,20241024_195656.jpg,,image/jpeg
20241024_195919,Juan_Bardina,1063,Pictures I took over the years,20241024_195919.jpg,,image/jpeg
20241024_200802,Juan_Bardina,1064,Pictures I took over the years,20241024_200802.jpg,,image/jpeg
20241024_200935,Juan_Bardina,1065,Pictures I took over the years,20241024_200935.jpg,,image/jpeg
20241024_200936,Juan_Bardina,1066,Pictures I took over the years,20241024_200936.jpg,,image/jpeg
20241024_200940,Juan_Bardina,1067,Pictures I took over the years,20241024_200940.jpg,,image/jpeg
20241024_200943,Juan_Bardina,1068,Pictures I took over the years,20241024_200943.jpg,,image/jpeg
20241024_200945,Juan_Bardina,1069,Pictures I took over the years,20241024_200945.jpg,,image/jpeg
20241024_200947,Juan_Bardina,1070,Pictures I took over the years,20241024_200947.jpg,,image/jpeg
20241024_201001,Juan_Bardina,1071,Pictures I took over the years,20241024_201001.jpg,,image/jpeg
20241024_201002,Juan_Bardina,1072,Pictures I took over the years,20241024_201002.jpg,,image/jpeg
20241024_201004,Juan_Bardina,1073,Pictures I took over the years,20241024_201004.jpg,,image/jpeg
20241024_201326,Juan_Bardina,1074,Pictures I took over the years,20241024_201326.jpg,,image/jpeg
20241024_201329,Juan_Bardina,1075,Pictures I took over the years,20241024_201329.jpg,,image/jpeg
20241024_201333,Juan_Bardina,1076,Pictures I took over the years,20241024_201333.jpg,,image/jpeg
20241024_201459,Juan_Bardina,1077,Pictures I took over the years,20241024_201459.jpg,,image/jpeg
20241024_201522,Juan_Bardina,1078,Pictures I took over the years,20241024_201522.jpg,,image/jpeg
20241024_201530,Juan_Bardina,1079,Pictures I took over the years,20241024_201530.jpg,,image/jpeg
20241024_201539,Juan_Bardina,1080,Pictures I took over the years,20241024_201539.jpg,,image/jpeg
